一级评论;实际爬取到的二级评论内容;单条评论情绪值;一级评论平均情绪值
能不能说说，为啥我支付成功，他不显示会员[苦涩];非常抱歉出现这样的情况！私信里之前已经回复您了，我们会全力尽快解决;-0.9313795023071163
-------;--------;--------;0.8370028382382653
遇见你，三生有幸；爱上你，愿付倾城。@吴谨言;揣着一口袋的开心🍓满载而归☀️;0.9680067974331099
-------;--------;--------;0.9680067974331099
除了喜欢你，我什么都做不好@吴谨言;你眸海温涟，藏山高水远，我的人间;0.9608305708284315
-------;--------;--------;0.9608305708284315
不是最好的时光里有你在，而是因为你在，我才有了最好的时光@吴谨言;💓Ꮮ◎ⅤᏋ最喜欢你💒☁🌤☁☁☁☁☁☁˘世间的温柔，皆如干净的云朵和你;0.9969195284818533
-------;--------;--------;0.9969195284818533
不偏不倚∙刚好是你有生之年∙欣喜相逢@吴谨言;♥🌈Sweet☻ฅ*•ω•*ฅ♡拼拼凑凑の碎片🧩;-0.8116576834571878
-------;--------;--------;-0.8116576834571878
我想做一朵安静的流云，被风吹成你喜欢的样子@吴谨言;你走到什么地方，我都跟着你@吴谨言;0.934368231960117
-------;--------;--------;0.934368231960117
快乐的方式有很多种，最直接的，就是见到你💫;除了喜欢你，我什么都做不好@吴谨言;0.9250371822982546
-------;--------;--------;0.9250371822982546
#吴谨言彩云下的我们#wjy#吴谨言coach品牌代言人#;世界是否美好，不在于世界，在于你@吴谨言;0.9999081017814051
-------;--------;--------;0.9999081017814051
萝卜好高产啊;这个☁好梦幻;0.9266340287146213
-------;--------;--------;0.9266340287146213
#刘亦菲去有风的地方#刘亦菲许红豆#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲许红豆#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲许红豆#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲许红豆#刘亦菲去有风的地方#[鲜花];刘亦菲去有风的地方🍑刘亦菲许红豆@刘亦菲🍏🍏刘亦菲去有风的地方🍑刘亦菲许红豆@刘亦菲🐰🐰刘亦菲去有风的地方🍑刘亦菲许红豆@刘亦菲🐳🐳刘亦菲去有风的地方🍑刘亦菲许红豆@刘亦菲🌹🌹;1.0
-------;--------;--------;1.0
#刘亦菲去有风的地方#刘亦菲许红豆#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲许红豆#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲许红豆#刘亦菲许红豆#刘亦菲许红豆;刘亦菲去有风的地方🍒刘亦菲许红豆@刘亦菲☕☕刘亦菲去有风的地方🍒刘亦菲许红豆@刘亦菲🐰🐰刘亦菲去有风的地方🍒刘亦菲许红豆@刘亦菲🐳🐳刘亦菲去有风的地方🍒刘亦菲许红豆@刘亦菲🎊🎊;1.0
-------;--------;--------;1.0
#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲去有风的地方#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲去有风的地方#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲去有风的地方#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲去有风的地方#刘亦菲许红豆#;刘亦菲去有风的地方🍑刘亦菲许红豆@刘亦菲🍸🍸刘亦菲去有风的地方🍑刘亦菲许红豆@刘亦菲🐰🐰刘亦菲去有风的地方🍑刘亦菲许红豆@刘亦菲🐳🐳刘亦菲去有风的地方🍑刘亦菲许红豆@刘亦菲🌹🌹🌟;1.0
-------;--------;--------;1.0
刘亦菲去有风的地方🌸刘亦菲许红豆🌻刘亦菲去有风的地方🌼刘亦菲许红豆🌺刘亦菲去有风的地方🌹刘亦菲许红豆⭐️刘亦菲去有风的地方☀️刘亦菲许红豆🎊刘亦菲去有风的地方🎉刘亦菲许红豆;刘亦菲去有风的地方lyf刘亦菲许红豆@刘亦菲🌅🌅刘亦菲去有风的地方lyf刘亦菲许红豆@刘亦菲🎃🎃刘亦菲去有风的地方lyf刘亦菲许红豆@刘亦菲♡💌♡刘亦菲去有风的地方lyf刘亦菲许红豆@刘亦菲;1.0
-------;--------;--------;1.0
#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲去有风的地方#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲去有风的地方#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲去有风的地方#刘亦菲许红豆#[打call][爱你]lc;刘亦菲去有风的地方🍒刘亦菲许红豆@刘亦菲☕☕刘亦菲去有风的地方🍒刘亦菲许红豆@刘亦菲🐰🐰刘亦菲去有风的地方🍒刘亦菲许红豆@刘亦菲🐳🐳刘亦菲去有风的地方🍒刘亦菲许红豆@刘亦菲🎊🎊;1.0
-------;--------;--------;1.0
早上好么么哒[心][心];午好;0.5486972293378238
-------;--------;--------;0.5486972293378238
晚好[送花花];[抱抱];0.4999999999999998
-------;--------;--------;0.4999999999999998
[羞嗒嗒][羞嗒嗒][羞嗒嗒];[鲜花];0.33333333333333415
-------;--------;--------;0.33333333333333415
[熊猫][熊猫][熊猫][熊猫]这就来了;[嘻嘻][爱你];0.9523427827319189
-------;--------;--------;0.9523427827319189
晚上好啊！爱你爱你爱你爱你爱你爱你爱你么么哒么么哒么么哒么么哒;[心];0.5297450424929182
-------;--------;--------;0.5297450424929182
[心][心][心];[心];0.5297450424929182
-------;--------;--------;0.5297450424929182
加油加油加油[加油][加油][加油];好的;0.3117256417880858
-------;--------;--------;0.3117256417880858
踩踩踩;[鲜花][抱抱];0.6588915167807954
-------;--------;--------;0.6588915167807954
痛攒钱，把商贷提前还了！一起加油！;努力，加油;0.87401191374185
-------;--------;--------;0.87401191374185
午好;[嘻嘻];0.8888888888888888
-------;--------;--------;0.8888888888888888
早;晚好;0.027017742260800892
-------;--------;--------;0.027017742260800892
慧慧早ﾉ☀;[爱你];0.49661016949152526
-------;--------;--------;0.49661016949152526
早，困死了[允悲];多睡会;0.0
-------;--------;--------;0.0
早安[赢牛奶];[心];0.5297450424929182
-------;--------;--------;0.5297450424929182
午好呀;[鲜花];0.33333333333333415
-------;--------;--------;0.33333333333333415
晚好吖慧慧[莱西奥]周末愉快！;愉快;0.06666666666666665
-------;--------;--------;0.06666666666666665
早上好加油加油[加油][加油][加油];[抱抱];0.4999999999999998
-------;--------;--------;0.4999999999999998
早早早啦[心];[嘻嘻];0.8888888888888888
-------;--------;--------;0.8888888888888888
早啊[太阳]http://t.cn/A69PxP97;早呀[太阳];0.21029324669757643
-------;--------;--------;0.21029324669757643
早上好;早上好呀;0.025910216237784445
-------;--------;--------;0.025910216237784445
早安[送花花];早安[太阳];0.6428117328779515
-------;--------;--------;0.6428117328779515
早安[心];早[太阳];0.21029324669757643
-------;--------;--------;0.21029324669757643
早安[可爱]http://t.cn/A69PMQfn;早安[太阳];0.6428117328779515
-------;--------;--------;0.6428117328779515
早上好;早[太阳][太阳];0.31795184078773464
-------;--------;--------;0.31795184078773464
早ﾉ☀[心]http://t.cn/A69PMqI4;早[太阳];0.21029324669757643
-------;--------;--------;0.21029324669757643
早上好[送花花]http://t.cn/A69PMlHg;早上好呀[太阳];0.1919091896020506
-------;--------;--------;0.1919091896020506
早安;早安[太阳];0.6428117328779515
-------;--------;--------;0.6428117328779515
早安[太开心]http://t.cn/A69PMTWW;早[太阳];0.21029324669757643
-------;--------;--------;0.21029324669757643
早上好http://t.cn/A69PMtEC;早上好呀[太阳];0.1919091896020506
-------;--------;--------;0.1919091896020506
早上好[爱你]http://t.cn/A69PfVvY;早上好[太阳];0.1919091896020506
-------;--------;--------;0.1919091896020506
早安[鲜花]http://t.cn/A69PfBJB;早;0.04504504504504503
-------;--------;--------;0.04504504504504503
早啊[羞嗒嗒]http://t.cn/A69PfKkJ;早[太阳];0.21029324669757643
-------;--------;--------;0.21029324669757643
早安;早安[太阳];0.6428117328779515
-------;--------;--------;0.6428117328779515
早安，新的一天开始了🌞http://t.cn/A69PMU0B;早;0.04504504504504503
-------;--------;--------;0.04504504504504503
早[送花花];早;0.04504504504504503
-------;--------;--------;0.04504504504504503
早安http://t.cn/A69PfkRu;早[太阳];0.21029324669757643
-------;--------;--------;0.21029324669757643
早上好[赢牛奶]http://t.cn/A69PiHKU;早上好呀[太阳];0.1919091896020506
-------;--------;--------;0.1919091896020506
早啊[太阳];早安[太阳];0.6428117328779515
-------;--------;--------;0.6428117328779515
早啊[举手]http://t.cn/A69PJYjW;早[太阳];0.21029324669757643
-------;--------;--------;0.21029324669757643
早安[心]http://t.cn/A69PxaZc;早安[太阳];0.6428117328779515
-------;--------;--------;0.6428117328779515
周末愉快[心]早安[爱你][送花花]http://t.cn/A69PxFBv;早安;0.5331588112694736
-------;--------;--------;0.5331588112694736
早安[心]http://t.cn/A69PITdS;早;0.04504504504504503
-------;--------;--------;0.04504504504504503
早安呀[彩虹屁]http://t.cn/A69PMOIt;早;0.04504504504504503
-------;--------;--------;0.04504504504504503
早上好[鲜花]http://t.cn/A69PJdKN;早安[太阳];0.6428117328779515
-------;--------;--------;0.6428117328779515
早安[鲜花]http://t.cn/A69PJaps;早[太阳];0.21029324669757643
-------;--------;--------;0.21029324669757643
早安[太阳]http://t.cn/A69PMn5J;早安;0.5331588112694736
-------;--------;--------;0.5331588112694736
我也在看，还冲了会员[哈哈];哈哈哈哈快看！后面准备春节看了更新的太少了;0.20072995748615563
-------;--------;--------;0.20072995748615563
一起旅居大理吧花[泪];放不下一些世俗的愿望[音乐];0.9836926768522913
-------;--------;--------;0.9836926768522913
好棒[心];笑鼠最后几天冲个v;-0.5751242088187962
-------;--------;--------;-0.5751242088187962
讲讲第二集;回复@Robelisk二号机:怎么就和没说一样了！冲着这句就还是能打开这期（一部分）的！;-0.959332353019561
讲讲第二集;回复@大大金小小gil:和没说一样！;-0.6735526371058478
讲讲第二集;gil可爱！w;0.5485995556254832
-------;--------;--------;-0.36142847816664186
在微博原来能看到更多[苦涩][苦涩];哈哈;0.052465563615616606
-------;--------;--------;0.052465563615616606
#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲去有风的地方#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#🌻刘亦菲去有风的地方#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲去有风的地方#刘亦菲许红豆#@刘亦菲[害羞];qe#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲去有风的地方#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲去有风的地方#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲去有风的地方#刘亦菲许红豆#@刘亦菲;1.0
-------;--------;--------;1.0
#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲去有风的地方#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲去有风的地方#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲去有风的地方#刘亦菲许红豆#爱你爱你@刘亦菲;ll#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲去有风的地方#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲去有风的地方#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲去有风的地方#刘亦菲许红豆#@刘亦菲;1.0
-------;--------;--------;1.0
qt#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲去有风的地方#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲去有风的地方#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲去有风的地方#刘亦菲许红豆#@刘亦菲;ss#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲去有风的地方#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲去有风的地方#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲去有风的地方#刘亦菲许红豆#@刘亦菲;1.0
-------;--------;--------;1.0
#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲去有风的地方#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲去有风的地方#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲去有风的地方#刘亦菲许红豆#@刘亦菲;gh#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲去有风的地方#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲去有风的地方#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲去有风的地方#刘亦菲许红豆#@刘亦菲;1.0
-------;--------;--------;1.0
#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲去有风的地方#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#🌼刘亦菲去有风的地方#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲去有风的地方#刘亦菲许红豆#@刘亦菲;w#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲去有风的地方#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲去有风的地方#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲去有风的地方#刘亦菲许红豆#@刘亦菲;1.0
-------;--------;--------;1.0
2🍁#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲去有风的地方#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#🍁刘亦菲去有风的地方#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲去有风的地方#刘亦菲许红豆#@刘亦菲;ff#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲去有风的地方#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲去有风的地方#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲去有风的地方#刘亦菲许红豆#@刘亦菲;1.0
